entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,-133.30328584762768,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,-53.62391873423389,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,-17.3347154494761,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,26.208707587501085,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,25.786608760926445,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,9.939747603942356,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,64.80429431172745,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,53.63679577052073,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,11.2527848132173,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,79.6631621948014,1.0
