entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,41.79472317838106,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,-79.8477335229802,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,106.76909599568545,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,97.51814750890883,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,-6.476268217446431,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,68.70242207742851,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,-116.2226866358404,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,68.31003469973048,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,-85.03042712287191,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,-121.68260591933115,1.0
