entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,-215.6270066776823,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,120.09115161638437,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,99.71317749651311,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,-82.15230696227555,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,-54.140271476997185,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,-170.98731587071129,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,119.3930894921009,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,-97.3306285172717,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,21.200009604343844,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,-65.88123706914818,1.0
