entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,240.73583760805118,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,8.625011191064177,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,-231.3354050728519,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,-116.3625930137544,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,-43.17219638707491,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,48.64767815656828,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,85.74062205710027,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,-158.29598326337776,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,131.8097254776604,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,-24.79121844758419,1.0
