entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,-47.10300398536671,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,40.75002881554452,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,16.942848258034584,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,-78.33795209894586,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,203.68423329487214,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,-7.5618773707819695,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,30.866542566602917,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,-70.27553398201296,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,25.457730781025038,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,44.647639230059134,1.0
