entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,-178.93206351061983,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,-72.35445621780147,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,-93.21037603510398,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,78.78948670490925,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,-29.466300951328684,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,-164.3314352165254,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,37.37173915088312,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,43.27344215343401,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,-101.9834548808534,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,-46.74733324987589,1.0
