entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,-21.999096208062014,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,103.97118001353061,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,-152.0586701924344,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,-21.12384877787259,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,-34.87554988739615,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,-19.62921354356946,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,-75.63796904333017,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,103.75160944147814,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,-135.2899338262968,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,16.091936594487407,1.0
