entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,13.426497512335429,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,-45.96971160485085,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,-77.33161479892499,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,69.8014038694652,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,-15.625007037995292,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,13.74664324673122,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,159.76647378724851,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,-20.94397387299721,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,60.555517290659864,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,-17.96565187510059,1.0
