date,return
2024-01-01 00:00:00,0.0030915564620923415
2024-01-01 01:00:00,0.006338035386404938
2024-01-01 02:00:00,-0.014101490289822207
2024-01-01 03:00:00,0.007965683570391914
2024-01-01 04:00:00,0.025392301875038412
2024-01-01 05:00:00,0.007873338136609967
2024-01-01 06:00:00,0.001859605490976826
2024-01-01 07:00:00,-0.013868141458150018
2024-01-01 08:00:00,0.004286942141674577
2024-01-01 09:00:00,-0.00015503161199222017
2024-01-01 10:00:00,0.006445649201035605
2024-01-01 11:00:00,-0.009041644836698086
2024-01-01 12:00:00,0.007622048301166334
2024-01-01 13:00:00,0.006926288265868612
2024-01-01 14:00:00,0.009418296454242003
2024-01-01 15:00:00,-0.01119594396193733
2024-01-01 16:00:00,-0.018171502895041363
2024-01-01 17:00:00,0.012308517860092832
2024-01-01 18:00:00,0.004631273878141067
2024-01-01 19:00:00,0.01237730021279458
2024-01-01 20:00:00,0.012181454564355505
2024-01-01 21:00:00,0.0005776676771949787
2024-01-01 22:00:00,0.007022011588997722
2024-01-01 23:00:00,-0.02359279307711562
2024-01-02 00:00:00,0.00291736470268516
2024-01-02 01:00:00,-0.024524580277397408
2024-01-02 02:00:00,0.0039322384646267045
2024-01-02 03:00:00,0.002317137334538961
2024-01-02 04:00:00,0.009320857805705891
2024-01-02 05:00:00,-0.005446022181185181
2024-01-02 06:00:00,0.013688860158964438
2024-01-02 07:00:00,0.011594741431299327
2024-01-02 08:00:00,-0.014161063163350276
2024-01-02 09:00:00,-0.016402707639460876
2024-01-02 10:00:00,0.024489794660039203
2024-01-02 11:00:00,-0.00706671538986561
2024-01-02 12:00:00,0.0057479024261887545
2024-01-02 13:00:00,-0.00014010857046246544
2024-01-02 14:00:00,-0.0036442286417102693
2024-01-02 15:00:00,0.006104163757705001
2024-01-02 16:00:00,0.004187399641909482
2024-01-02 17:00:00,0.006638659706826281
2024-01-02 18:00:00,0.014182312074821894
2024-01-02 19:00:00,0.009736507318318042
2024-01-02 20:00:00,-0.007627395696747898
2024-01-02 21:00:00,-0.0015776302343978193
2024-01-02 22:00:00,-0.01760661253127747
2024-01-02 23:00:00,0.009936406040154153
2024-01-03 00:00:00,0.00235231248896943
2024-01-03 01:00:00,-0.00100416775134098
2024-01-03 02:00:00,0.004090240188876961
2024-01-03 03:00:00,0.02459661270479168
2024-01-03 04:00:00,0.007207463253673508
2024-01-03 05:00:00,-0.00601061660112386
2024-01-03 06:00:00,0.0036711367768204025
2024-01-03 07:00:00,0.020622368953698858
2024-01-03 08:00:00,-0.008257935809736426
2024-01-03 09:00:00,-0.009843916866952792
2024-01-03 10:00:00,-0.009363679578544127
2024-01-03 11:00:00,0.010348723755116989
2024-01-03 12:00:00,-0.01389662385258056
2024-01-03 13:00:00,0.0037866353535081936
2024-01-03 14:00:00,-0.003549657745341388
2024-01-03 15:00:00,0.002962512016935219
2024-01-03 16:00:00,-0.0028454195926475227
2024-01-03 17:00:00,0.00017716394360585143
2024-01-03 18:00:00,-0.003773384942513227
2024-01-03 19:00:00,0.01904498864811306
2024-01-03 20:00:00,-0.007742537837703832
2024-01-03 21:00:00,0.0012091805420214802
2024-01-03 22:00:00,-0.012742075515077042
2024-01-03 23:00:00,0.004560063535014668
2024-01-04 00:00:00,-0.008606632754209826
2024-01-04 01:00:00,-0.007299377049172193
2024-01-04 02:00:00,-0.006068337691942414
2024-01-04 03:00:00,0.02034570828589158
2024-01-04 04:00:00,-0.01630697776900049
2024-01-04 05:00:00,-0.011377221463236767
2024-01-04 06:00:00,0.018411049135121475
2024-01-04 07:00:00,-0.00044814933238010625
2024-01-04 08:00:00,0.010509472517110761
2024-01-04 09:00:00,0.006667987592363212
2024-01-04 10:00:00,0.00521929293693546
2024-01-04 11:00:00,0.010062734651396411
2024-01-04 12:00:00,0.014526868006621663
2024-01-04 13:00:00,-0.0029052481270868185
2024-01-04 14:00:00,-0.0109000195089452
2024-01-04 15:00:00,0.004396023600332629
2024-01-04 16:00:00,-0.022794724587249175
2024-01-04 17:00:00,0.012553721613751317
2024-01-04 18:00:00,0.00789085155266375
2024-01-04 19:00:00,-0.01416809771233411
2024-01-04 20:00:00,-0.017223110119017095
2024-01-04 21:00:00,0.020115904693030498
2024-01-04 22:00:00,-0.010161574170777515
2024-01-04 23:00:00,0.008544436234619774
2024-01-05 00:00:00,-0.011314046568674595
2024-01-05 01:00:00,-0.0009760664880141156
2024-01-05 02:00:00,-0.013838191129840156
2024-01-05 03:00:00,0.00026528801164583157
