entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,105.51113841576658,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,75.69378846641564,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,97.95323892549837,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,59.05242286523148,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,-73.9627147791279,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,47.39849095690607,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,91.70350559310633,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,39.43646987027697,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,145.04114891140227,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,-32.054508493797144,1.0
