entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,45.12216602871324,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,-31.3812647440815,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,-122.01310158539496,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,-141.3480649030467,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,-285.1462367674383,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,33.641744379762024,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,-41.82111648050477,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,-80.42491039616493,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,-188.76872343187452,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,-8.822076035340531,1.0
