date,equity
2024-01-01 00:00:00,10000.006703015019
2024-01-01 01:00:00,10000.014530313829
2024-01-01 02:00:00,10000.023319940641
2024-01-01 03:00:00,10000.022844871473
2024-01-01 04:00:00,10000.011340548266
2024-01-01 05:00:00,10000.02046713398
2024-01-01 06:00:00,10000.010748222738
2024-01-01 07:00:00,10000.013404328503
2024-01-01 08:00:00,10000.03157746844
2024-01-01 09:00:00,10000.022523150496
2024-01-01 10:00:00,10000.00494314715
2024-01-01 11:00:00,9999.991368412995
2024-01-01 12:00:00,9999.984489829922
2024-01-01 13:00:00,9999.979539056376
2024-01-01 14:00:00,9999.964620750538
2024-01-01 15:00:00,9999.966970294792
2024-01-01 16:00:00,9999.949571971312
2024-01-01 17:00:00,9999.9516721422
2024-01-01 18:00:00,9999.949368389067
2024-01-01 19:00:00,9999.951452980058
2024-01-01 20:00:00,9999.96410524264
2024-01-01 21:00:00,9999.967828264535
2024-01-01 22:00:00,9999.970852444838
2024-01-01 23:00:00,9999.985661686955
2024-01-02 00:00:00,9999.968970439095
2024-01-02 01:00:00,9999.973613831697
2024-01-02 02:00:00,9999.984022392304
2024-01-02 03:00:00,9999.977533829837
2024-01-02 04:00:00,9999.977097353101
2024-01-02 05:00:00,9999.967268569504
2024-01-02 06:00:00,9999.953276612516
2024-01-02 07:00:00,9999.948713037786
2024-01-02 08:00:00,9999.953977683199
2024-01-02 09:00:00,9999.957879808842
2024-01-02 10:00:00,9999.969740335262
2024-01-02 11:00:00,9999.951494622765
2024-01-02 12:00:00,9999.955420617835
2024-01-02 13:00:00,9999.94647372239
2024-01-02 14:00:00,9999.963669682882
2024-01-02 15:00:00,9999.960993883642
2024-01-02 16:00:00,9999.94927926731
2024-01-02 17:00:00,9999.93216874627
2024-01-02 18:00:00,9999.916189974712
2024-01-02 19:00:00,9999.90422335522
2024-01-02 20:00:00,9999.903183547352
2024-01-02 21:00:00,9999.903378472225
2024-01-02 22:00:00,9999.902125653893
2024-01-02 23:00:00,9999.902626213147
2024-01-03 00:00:00,9999.92555844184
2024-01-03 01:00:00,9999.91067864387
2024-01-03 02:00:00,9999.91415741781
2024-01-03 03:00:00,9999.920830210627
2024-01-03 04:00:00,9999.919421488905
2024-01-03 05:00:00,9999.930819405694
2024-01-03 06:00:00,9999.93561423218
2024-01-03 07:00:00,9999.93678431684
2024-01-03 08:00:00,9999.923873397998
2024-01-03 09:00:00,9999.939663394858
2024-01-03 10:00:00,9999.94896398315
2024-01-03 11:00:00,9999.942964347007
2024-01-03 12:00:00,9999.93490669577
2024-01-03 13:00:00,9999.922842634067
2024-01-03 14:00:00,9999.914660445853
2024-01-03 15:00:00,9999.918249708406
2024-01-03 16:00:00,9999.931841478936
2024-01-03 17:00:00,9999.943248500662
2024-01-03 18:00:00,9999.94342393502
2024-01-03 19:00:00,9999.95821405485
2024-01-03 20:00:00,9999.97685590344
2024-01-03 21:00:00,9999.976315668457
2024-01-03 22:00:00,9999.98228613904
2024-01-03 23:00:00,9999.967132571684
2024-01-04 00:00:00,9999.96840648589
2024-01-04 01:00:00,9999.959796159126
2024-01-04 02:00:00,9999.969289675997
2024-01-04 03:00:00,9999.96142334597
2024-01-04 04:00:00,9999.969751514536
2024-01-04 05:00:00,9999.959020054599
2024-01-04 06:00:00,9999.964647659915
2024-01-04 07:00:00,9999.96264959024
2024-01-04 08:00:00,9999.961676137382
2024-01-04 09:00:00,9999.969024908109
2024-01-04 10:00:00,9999.974757589625
2024-01-04 11:00:00,9999.983969221596
2024-01-04 12:00:00,9999.981864311128
2024-01-04 13:00:00,10000.00232700632
2024-01-04 14:00:00,9999.995743026224
2024-01-04 15:00:00,9999.999428401277
2024-01-04 16:00:00,9999.99781255379
2024-01-04 17:00:00,10000.0142616486
2024-01-04 18:00:00,10000.00519068704
2024-01-04 19:00:00,10000.005866028354
2024-01-04 20:00:00,9999.998394065535
2024-01-04 21:00:00,10000.00722183898
2024-01-04 22:00:00,10000.024102044676
2024-01-04 23:00:00,10000.022464504525
2024-01-05 00:00:00,10000.027780124306
2024-01-05 01:00:00,10000.031497223903
2024-01-05 02:00:00,10000.033565936717
2024-01-05 03:00:00,10000.038038207034
