date,equity
2024-01-01 00:00:00,10000.000033755066
2024-01-01 01:00:00,10000.003311966795
2024-01-01 02:00:00,10000.01255466819
2024-01-01 03:00:00,10000.002415708666
2024-01-01 04:00:00,10000.003272580281
2024-01-01 05:00:00,9999.99401833402
2024-01-01 06:00:00,9999.996572171576
2024-01-01 07:00:00,9999.987618708354
2024-01-01 08:00:00,9999.983537699962
2024-01-01 09:00:00,9999.973579546015
2024-01-01 10:00:00,9999.980090908432
2024-01-01 11:00:00,9999.9886754196
2024-01-01 12:00:00,9999.9863292139
2024-01-01 13:00:00,9999.986711593849
2024-01-01 14:00:00,9999.972225679703
2024-01-01 15:00:00,9999.969228913222
2024-01-01 16:00:00,9999.968726867051
2024-01-01 17:00:00,9999.994934797962
2024-01-01 18:00:00,9999.983815127704
2024-01-01 19:00:00,9999.998456900092
2024-01-01 20:00:00,10000.008425487827
2024-01-01 21:00:00,10000.011231851871
2024-01-01 22:00:00,10000.028818056713
2024-01-01 23:00:00,10000.03253911144
2024-01-02 00:00:00,10000.036430703396
2024-01-02 01:00:00,10000.035899496866
2024-01-02 02:00:00,10000.04813518569
2024-01-02 03:00:00,10000.059099878028
2024-01-02 04:00:00,10000.052843105153
2024-01-02 05:00:00,10000.039650633207
2024-01-02 06:00:00,10000.037620826834
2024-01-02 07:00:00,10000.02962044119
2024-01-02 08:00:00,10000.028985195444
2024-01-02 09:00:00,10000.04135957679
2024-01-02 10:00:00,10000.03678656024
2024-01-02 11:00:00,10000.036358326426
2024-01-02 12:00:00,10000.036938553774
2024-01-02 13:00:00,10000.045422862597
2024-01-02 14:00:00,10000.022953969257
2024-01-02 15:00:00,10000.016886966308
2024-01-02 16:00:00,10000.018999803231
2024-01-02 17:00:00,10000.031000592797
2024-01-02 18:00:00,10000.026081568321
2024-01-02 19:00:00,10000.007316041261
2024-01-02 20:00:00,10000.01351315572
2024-01-02 21:00:00,10000.007159531831
2024-01-02 22:00:00,9999.99526286524
2024-01-02 23:00:00,9999.989019411343
2024-01-03 00:00:00,9999.987174157768
2024-01-03 01:00:00,9999.981126711122
2024-01-03 02:00:00,9999.95907105055
2024-01-03 03:00:00,9999.96804171252
2024-01-03 04:00:00,9999.980790462932
2024-01-03 05:00:00,9999.987305682846
2024-01-03 06:00:00,9999.975928826141
2024-01-03 07:00:00,9999.973913910802
2024-01-03 08:00:00,9999.97384869765
2024-01-03 09:00:00,9999.979836641545
2024-01-03 10:00:00,9999.986520046432
2024-01-03 11:00:00,9999.979178308446
2024-01-03 12:00:00,9999.979998264009
2024-01-03 13:00:00,9999.984571068055
2024-01-03 14:00:00,9999.999129291276
2024-01-03 15:00:00,10000.006174356675
2024-01-03 16:00:00,10000.014064923549
2024-01-03 17:00:00,10000.014903189827
2024-01-03 18:00:00,10000.02900778128
2024-01-03 19:00:00,10000.03310540924
2024-01-03 20:00:00,10000.024494530138
2024-01-03 21:00:00,10000.03852822984
2024-01-03 22:00:00,10000.045507262565
2024-01-03 23:00:00,10000.041076822354
2024-01-04 00:00:00,10000.036281892679
2024-01-04 01:00:00,10000.03924764813
2024-01-04 02:00:00,10000.043879496083
2024-01-04 03:00:00,10000.04585241874
2024-01-04 04:00:00,10000.048965505473
2024-01-04 05:00:00,10000.06596507922
2024-01-04 06:00:00,10000.076680510741
2024-01-04 07:00:00,10000.078586866655
2024-01-04 08:00:00,10000.087999972462
2024-01-04 09:00:00,10000.077674733428
2024-01-04 10:00:00,10000.081654003927
2024-01-04 11:00:00,10000.099747067425
2024-01-04 12:00:00,10000.09756660847
2024-01-04 13:00:00,10000.089090269184
2024-01-04 14:00:00,10000.082569380298
2024-01-04 15:00:00,10000.071673049924
2024-01-04 16:00:00,10000.063825430843
2024-01-04 17:00:00,10000.060120349857
2024-01-04 18:00:00,10000.046064679666
2024-01-04 19:00:00,10000.046220863005
2024-01-04 20:00:00,10000.055243634743
2024-01-04 21:00:00,10000.046166072942
2024-01-04 22:00:00,10000.061358912179
2024-01-04 23:00:00,10000.066466833063
2024-01-05 00:00:00,10000.076772638919
2024-01-05 01:00:00,10000.070194293381
2024-01-05 02:00:00,10000.078739545652
2024-01-05 03:00:00,10000.067820206648
