entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,-80.76663461899037,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,105.57658949425328,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,92.23597081950919,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,-12.504318984581166,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,101.77433267891054,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,-25.449049530990532,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,200.57266054781468,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,97.33941123357727,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,52.82439205280953,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,-191.78178822144483,1.0
