entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,-31.719691053644976,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,-85.0101209194378,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,16.1058228331361,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,-60.261085785965705,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,-86.06653897886136,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,-115.04613398495871,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,92.32666798930673,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,81.56863643122271,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,242.9401855872447,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,35.096019458317656,1.0
