entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,-10.744488179424941,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,-7.686540700366202,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,131.34731613252367,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,-69.64610897866883,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,186.41995258873496,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,-67.13075913710861,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,8.919819661257138,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,-28.120359540276723,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,12.341913350096121,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,44.45919950731292,1.0
