entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,-12.893708055924623,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,0.583020494728331,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,45.53908899575841,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,98.24946079359414,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,218.22225623628816,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,-150.24346212223392,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,-23.364920216009306,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,-4.544614975177194,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,8.31705461956921,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,19.028734975994325,1.0
