entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,-28.777802277491183,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,169.52618957146998,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,-11.553706330308382,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,-110.02576738754767,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,-98.97814767037387,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,82.87309755695075,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,-66.15647228420902,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,-0.008831276186364348,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,59.08413644863266,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,-39.20357400443532,1.0
