entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,78.12803392685733,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,23.470833183794074,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,52.78728984034664,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,-32.896828412051846,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,-115.6118432060963,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,118.08766086555242,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,41.44029262766529,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,0.9622714289711275,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,-29.267578079623846,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,188.2618422123829,1.0
