entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,49.41678105744672,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,163.68301932863167,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,50.545160519378996,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,63.600390729543875,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,-87.14538204386069,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,60.96916460979692,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,75.76140325823114,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,118.49675055412558,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,83.61388370678252,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,173.96122541119382,1.0
