entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,-104.95973164133542,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,-52.174733061733946,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,-104.73982065253522,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,-71.44823979483532,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,100.51542049417041,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,161.91578086665658,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,-233.03520560354846,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,-111.84470795520352,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,98.6660041756383,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,-54.97817642805627,1.0
