entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,140.16871735864027,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,-109.62377499085945,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,-36.27726552022892,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,-8.17199161522361,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,264.3399520808222,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,96.4749804683271,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,0.980393325676716,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,-128.13214742129531,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,-21.482493104586332,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,-242.82538578972287,1.0
