entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,-57.035136641368055,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,-182.0603300548517,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,27.005735839142208,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,-191.2254975419777,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,-6.863404608546861,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,-136.83150388328104,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,198.7275999230808,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,91.13627221747217,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,10.575379127148041,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,126.37066776546686,1.0
