entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,87.13125293954319,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,116.92045153056993,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,4.03981877233884,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,-73.81455947747565,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,-91.5127412005682,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,67.77759631771156,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,80.26121397416397,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,22.572093120461332,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,28.151763490582987,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,123.63306222217334,1.0
