entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,262.7223365210836,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,39.82428845342072,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,-67.59065966485207,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,-19.537217105016378,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,-47.86212147225441,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,7.68936913678265,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,59.677285899909705,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,72.18887327124946,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,-98.11924272767388,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,143.32962075160378,1.0
