entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,-62.84893936958975,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,18.91005386320082,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,4.041473267993534,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,25.143109821267608,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,-0.26030189138966525,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,52.79085614828581,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,78.68279008636117,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,-10.056207388904594,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,41.59851715495044,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,-84.48234899248534,1.0
