entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,-234.5959988479847,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,43.93205795599705,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,-90.23855945147025,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,-125.51905997080188,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,-58.007872450623076,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,-32.3797873713142,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,-74.60983414559537,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,34.49114708606054,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,115.57160122066674,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,-72.11016200455683,1.0
