date,equity
2024-01-01 00:00:00,10000.003214344002
2024-01-01 01:00:00,10000.00247975626
2024-01-01 02:00:00,9999.993743950541
2024-01-01 03:00:00,10000.000101869893
2024-01-01 04:00:00,9999.981562674844
2024-01-01 05:00:00,9999.992200001394
2024-01-01 06:00:00,9999.979384837525
2024-01-01 07:00:00,9999.971787903265
2024-01-01 08:00:00,9999.985420009414
2024-01-01 09:00:00,9999.98604970027
2024-01-01 10:00:00,9999.97579977193
2024-01-01 11:00:00,9999.980320016111
2024-01-01 12:00:00,9999.977122441522
2024-01-01 13:00:00,9999.98779184835
2024-01-01 14:00:00,10000.002614633197
2024-01-01 15:00:00,10000.009175413017
2024-01-01 16:00:00,10000.012760154747
2024-01-01 17:00:00,10000.01022326016
2024-01-01 18:00:00,10000.03510752436
2024-01-01 19:00:00,10000.02000265187
2024-01-01 20:00:00,10000.031813210064
2024-01-01 21:00:00,10000.024012732028
2024-01-01 22:00:00,10000.033172448404
2024-01-01 23:00:00,10000.025502742228
2024-01-02 00:00:00,10000.034344822427
2024-01-02 01:00:00,10000.037324377663
2024-01-02 02:00:00,10000.037094103065
2024-01-02 03:00:00,10000.030213362139
2024-01-02 04:00:00,10000.026386247404
2024-01-02 05:00:00,10000.052934551175
2024-01-02 06:00:00,10000.055086612498
2024-01-02 07:00:00,10000.063090096526
2024-01-02 08:00:00,10000.05395526067
2024-01-02 09:00:00,10000.033165289911
2024-01-02 10:00:00,10000.031866790187
2024-01-02 11:00:00,10000.02566942297
2024-01-02 12:00:00,10000.029937078627
2024-01-02 13:00:00,10000.033563118503
2024-01-02 14:00:00,10000.027982641896
2024-01-02 15:00:00,10000.026017047066
2024-01-02 16:00:00,10000.029274760176
2024-01-02 17:00:00,10000.025476095025
2024-01-02 18:00:00,9999.998786668033
2024-01-02 19:00:00,10000.000112779533
2024-01-02 20:00:00,10000.025637672756
2024-01-02 21:00:00,10000.026265906763
2024-01-02 22:00:00,10000.039367339252
2024-01-02 23:00:00,10000.047422392046
2024-01-03 00:00:00,10000.063011396165
2024-01-03 01:00:00,10000.074954178772
2024-01-03 02:00:00,10000.093392387365
2024-01-03 03:00:00,10000.103394146634
2024-01-03 04:00:00,10000.11182719498
2024-01-03 05:00:00,10000.103862903294
2024-01-03 06:00:00,10000.126453504647
2024-01-03 07:00:00,10000.120369372647
2024-01-03 08:00:00,10000.10558812677
2024-01-03 09:00:00,10000.100489308092
2024-01-03 10:00:00,10000.095230010076
2024-01-03 11:00:00,10000.102767916085
2024-01-03 12:00:00,10000.092469810608
2024-01-03 13:00:00,10000.076178187086
2024-01-03 14:00:00,10000.071118780948
2024-01-03 15:00:00,10000.086646361473
2024-01-03 16:00:00,10000.09145507242
2024-01-03 17:00:00,10000.08613547478
2024-01-03 18:00:00,10000.074556980479
2024-01-03 19:00:00,10000.07521504237
2024-01-03 20:00:00,10000.058754372869
2024-01-03 21:00:00,10000.042039863374
2024-01-03 22:00:00,10000.046664773312
2024-01-03 23:00:00,10000.039953237727
2024-01-04 00:00:00,10000.029184677265
2024-01-04 01:00:00,10000.011928691029
2024-01-04 02:00:00,10000.008754052255
2024-01-04 03:00:00,10000.009622813075
2024-01-04 04:00:00,10000.011159826725
2024-01-04 05:00:00,10000.004331471306
2024-01-04 06:00:00,10000.02572184748
2024-01-04 07:00:00,10000.019108579965
2024-01-04 08:00:00,10000.018286748269
2024-01-04 09:00:00,10000.027296254742
2024-01-04 10:00:00,10000.034202667399
2024-01-04 11:00:00,10000.021589212736
2024-01-04 12:00:00,10000.029427874573
2024-01-04 13:00:00,10000.015488998013
2024-01-04 14:00:00,10000.029125770692
2024-01-04 15:00:00,10000.038157111314
2024-01-04 16:00:00,10000.027881344398
2024-01-04 17:00:00,10000.022784212302
2024-01-04 18:00:00,10000.046093863168
2024-01-04 19:00:00,10000.068612174964
2024-01-04 20:00:00,10000.054282475347
2024-01-04 21:00:00,10000.051383375961
2024-01-04 22:00:00,10000.059458141679
2024-01-04 23:00:00,10000.077861439842
2024-01-05 00:00:00,10000.067590119173
2024-01-05 01:00:00,10000.067424788036
2024-01-05 02:00:00,10000.063407092508
2024-01-05 03:00:00,10000.072655222608
