entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,55.657222046952626,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,12.953969742618954,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,-49.873943607152924,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,-56.66079388327259,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,-107.31315484656474,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,-35.57550917182016,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,12.216852968464464,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,-86.56025085413961,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,149.89842522740636,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,-115.81685511678621,1.0
