date,equity
2024-01-01 00:00:00,10000.009741638853
2024-01-01 01:00:00,10000.009107621938
2024-01-01 02:00:00,10000.004567413118
2024-01-01 03:00:00,9999.991428717918
2024-01-01 04:00:00,9999.98031975682
2024-01-01 05:00:00,9999.976056595537
2024-01-01 06:00:00,9999.970201900915
2024-01-01 07:00:00,9999.956055052158
2024-01-01 08:00:00,9999.951915949978
2024-01-01 09:00:00,9999.95514263497
2024-01-01 10:00:00,9999.976148825466
2024-01-01 11:00:00,9999.97237553849
2024-01-01 12:00:00,9999.954769151715
2024-01-01 13:00:00,9999.942227433447
2024-01-01 14:00:00,9999.944066514967
2024-01-01 15:00:00,9999.9355284029
2024-01-01 16:00:00,9999.93072656045
2024-01-01 17:00:00,9999.929734429445
2024-01-01 18:00:00,9999.938326066227
2024-01-01 19:00:00,9999.933058761095
2024-01-01 20:00:00,9999.93797990785
2024-01-01 21:00:00,9999.937880886739
2024-01-01 22:00:00,9999.942801101191
2024-01-01 23:00:00,9999.918616339504
2024-01-02 00:00:00,9999.918266726869
2024-01-02 01:00:00,9999.93299248698
2024-01-02 02:00:00,9999.935519905252
2024-01-02 03:00:00,9999.947590786593
2024-01-02 04:00:00,9999.94554166449
2024-01-02 05:00:00,9999.936206047818
2024-01-02 06:00:00,9999.92406471821
2024-01-02 07:00:00,9999.92925334548
2024-01-02 08:00:00,9999.927053249017
2024-01-02 09:00:00,9999.923378720572
2024-01-02 10:00:00,9999.925749966756
2024-01-02 11:00:00,9999.921642798152
2024-01-02 12:00:00,9999.922616630307
2024-01-02 13:00:00,9999.930255330375
2024-01-02 14:00:00,9999.923474919275
2024-01-02 15:00:00,9999.91483047966
2024-01-02 16:00:00,9999.91610339982
2024-01-02 17:00:00,9999.923481771282
2024-01-02 18:00:00,9999.9467938464
2024-01-02 19:00:00,9999.950325545982
2024-01-02 20:00:00,9999.94067673266
2024-01-02 21:00:00,9999.945020679485
2024-01-02 22:00:00,9999.942785301897
2024-01-02 23:00:00,9999.945092737873
2024-01-03 00:00:00,9999.966666473312
2024-01-03 01:00:00,9999.958804537666
2024-01-03 02:00:00,9999.95728384742
2024-01-03 03:00:00,9999.958656718925
2024-01-03 04:00:00,9999.95490928245
2024-01-03 05:00:00,9999.954007120767
2024-01-03 06:00:00,9999.945786134853
2024-01-03 07:00:00,9999.94513647493
2024-01-03 08:00:00,9999.943099200433
2024-01-03 09:00:00,9999.942468066376
2024-01-03 10:00:00,9999.972530287561
2024-01-03 11:00:00,9999.978973113039
2024-01-03 12:00:00,9999.991601423626
2024-01-03 13:00:00,9999.977828362333
2024-01-03 14:00:00,9999.976861095476
2024-01-03 15:00:00,9999.970488836614
2024-01-03 16:00:00,9999.960698041488
2024-01-03 17:00:00,9999.95121557763
2024-01-03 18:00:00,9999.94561266723
2024-01-03 19:00:00,9999.928733243456
2024-01-03 20:00:00,9999.908030855302
2024-01-03 21:00:00,9999.915961975063
2024-01-03 22:00:00,9999.915226398547
2024-01-03 23:00:00,9999.906506244839
2024-01-04 00:00:00,9999.911149076466
2024-01-04 01:00:00,9999.911272276826
2024-01-04 02:00:00,9999.903635453365
2024-01-04 03:00:00,9999.890610238619
2024-01-04 04:00:00,9999.910165566691
2024-01-04 05:00:00,9999.907517764948
2024-01-04 06:00:00,9999.914768996843
2024-01-04 07:00:00,9999.902104159626
2024-01-04 08:00:00,9999.893230818574
2024-01-04 09:00:00,9999.901806483937
2024-01-04 10:00:00,9999.901518421602
2024-01-04 11:00:00,9999.90418455445
2024-01-04 12:00:00,9999.898282225617
2024-01-04 13:00:00,9999.89285762053
2024-01-04 14:00:00,9999.887697455795
2024-01-04 15:00:00,9999.897078431819
2024-01-04 16:00:00,9999.90048236091
2024-01-04 17:00:00,9999.911790754104
2024-01-04 18:00:00,9999.896231714914
2024-01-04 19:00:00,9999.896923918985
2024-01-04 20:00:00,9999.895926373212
2024-01-04 21:00:00,9999.89407068599
2024-01-04 22:00:00,9999.899922543345
2024-01-04 23:00:00,9999.882843763155
2024-01-05 00:00:00,9999.873600048386
2024-01-05 01:00:00,9999.88296534823
2024-01-05 02:00:00,9999.875533766952
2024-01-05 03:00:00,9999.870819696962
