entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,-268.2485255422783,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,45.61867966873781,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,-70.64861779656957,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,77.25949220583381,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,83.92740233676567,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,-71.17656119768921,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,0.290859689600017,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,60.79169986975867,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,-136.36360270869494,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,38.41168949563498,1.0
