date,equity
2024-01-01 00:00:00,10000.010371588987
2024-01-01 01:00:00,10000.013715974135
2024-01-01 02:00:00,10000.02849669312
2024-01-01 03:00:00,10000.018560797962
2024-01-01 04:00:00,10000.019920043635
2024-01-01 05:00:00,10000.020764711498
2024-01-01 06:00:00,10000.01007216656
2024-01-01 07:00:00,10000.019635116581
2024-01-01 08:00:00,10000.04288184964
2024-01-01 09:00:00,10000.042711788896
2024-01-01 10:00:00,10000.047761999778
2024-01-01 11:00:00,10000.048607184537
2024-01-01 12:00:00,10000.041471337838
2024-01-01 13:00:00,10000.02326373506
2024-01-01 14:00:00,10000.01620600023
2024-01-01 15:00:00,10000.002286416418
2024-01-01 16:00:00,10000.0193274372
2024-01-01 17:00:00,10000.01817634026
2024-01-01 18:00:00,10000.01471714697
2024-01-01 19:00:00,10000.023608685218
2024-01-01 20:00:00,10000.01239117419
2024-01-01 21:00:00,10000.00472253381
2024-01-01 22:00:00,10000.005403256502
2024-01-01 23:00:00,10000.015690946417
2024-01-02 00:00:00,10000.020707796868
2024-01-02 01:00:00,10000.023191048293
2024-01-02 02:00:00,10000.023972225645
2024-01-02 03:00:00,10000.0279745842
2024-01-02 04:00:00,10000.029991113252
2024-01-02 05:00:00,10000.019691390504
2024-01-02 06:00:00,10000.02015218272
2024-01-02 07:00:00,10000.009415296132
2024-01-02 08:00:00,10000.01022612156
2024-01-02 09:00:00,10000.005419642146
2024-01-02 10:00:00,10000.030813458374
2024-01-02 11:00:00,10000.030414514536
2024-01-02 12:00:00,10000.016372118873
2024-01-02 13:00:00,10000.015030316767
2024-01-02 14:00:00,10000.020223904223
2024-01-02 15:00:00,10000.036957543683
2024-01-02 16:00:00,10000.031063019685
2024-01-02 17:00:00,10000.015238739945
2024-01-02 18:00:00,10000.023407110059
2024-01-02 19:00:00,10000.009601123
2024-01-02 20:00:00,10000.005239568585
2024-01-02 21:00:00,10000.00266336373
2024-01-02 22:00:00,10000.001967029197
2024-01-02 23:00:00,10000.008858673767
2024-01-03 00:00:00,10000.002022330944
2024-01-03 01:00:00,9999.999285038422
2024-01-03 02:00:00,9999.999142334893
2024-01-03 03:00:00,10000.000638314468
2024-01-03 04:00:00,10000.001616586216
2024-01-03 05:00:00,10000.005976643968
2024-01-03 06:00:00,10000.014415039064
2024-01-03 07:00:00,10000.01834138022
2024-01-03 08:00:00,10000.022877235457
2024-01-03 09:00:00,10000.007055003789
2024-01-03 10:00:00,10000.00755728078
2024-01-03 11:00:00,10000.01235235626
2024-01-03 12:00:00,10000.019641768205
2024-01-03 13:00:00,10000.012718260463
2024-01-03 14:00:00,10000.006127867715
2024-01-03 15:00:00,10000.000386860962
2024-01-03 16:00:00,10000.00575099996
2024-01-03 17:00:00,10000.01608981051
2024-01-03 18:00:00,10000.012015209437
2024-01-03 19:00:00,10000.021094832573
2024-01-03 20:00:00,10000.022329630665
2024-01-03 21:00:00,10000.021086772893
2024-01-03 22:00:00,10000.018972930595
2024-01-03 23:00:00,10000.02643904424
2024-01-04 00:00:00,10000.02969482241
2024-01-04 01:00:00,10000.052453076685
2024-01-04 02:00:00,10000.043930830256
2024-01-04 03:00:00,10000.049111847276
2024-01-04 04:00:00,10000.043819837178
2024-01-04 05:00:00,10000.035126967308
2024-01-04 06:00:00,10000.035018295937
2024-01-04 07:00:00,10000.036391820731
2024-01-04 08:00:00,10000.065573556281
2024-01-04 09:00:00,10000.063732098126
2024-01-04 10:00:00,10000.05243031083
2024-01-04 11:00:00,10000.055160418005
2024-01-04 12:00:00,10000.03441401763
2024-01-04 13:00:00,10000.033494449804
2024-01-04 14:00:00,10000.033654702627
2024-01-04 15:00:00,10000.041600706456
2024-01-04 16:00:00,10000.051336928951
2024-01-04 17:00:00,10000.046301232762
2024-01-04 18:00:00,10000.044795092615
2024-01-04 19:00:00,10000.037133884309
2024-01-04 20:00:00,10000.025853258761
2024-01-04 21:00:00,10000.028952206554
2024-01-04 22:00:00,10000.016216351069
2024-01-04 23:00:00,10000.012070082063
2024-01-05 00:00:00,10000.002118342463
2024-01-05 01:00:00,10000.007615174327
2024-01-05 02:00:00,10000.02562947532
2024-01-05 03:00:00,10000.012613595492
