entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,-126.27697756985641,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,-77.58748231664838,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,7.896404566808451,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,-64.10812665383554,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,65.90543439134197,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,102.68946182579144,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,59.957754124535576,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,161.8787639660868,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,41.582662945534295,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,-121.68967103401671,1.0
