entry_time,exit_time,pnl,size
2024-01-01 00:00:00,2024-01-01 10:00:00,-52.39421623289636,1.0
2024-01-01 01:00:00,2024-01-01 11:00:00,41.865004452228966,1.0
2024-01-01 02:00:00,2024-01-01 12:00:00,-123.01031623537683,1.0
2024-01-01 03:00:00,2024-01-01 13:00:00,-9.167997528106712,1.0
2024-01-01 04:00:00,2024-01-01 14:00:00,-92.43143031185316,1.0
2024-01-01 05:00:00,2024-01-01 15:00:00,161.43014620856485,1.0
2024-01-01 06:00:00,2024-01-01 16:00:00,-2.034768981340743,1.0
2024-01-01 07:00:00,2024-01-01 17:00:00,119.99321491762474,1.0
2024-01-01 08:00:00,2024-01-01 18:00:00,-42.51148178189689,1.0
2024-01-01 09:00:00,2024-01-01 19:00:00,-123.33304726631569,1.0
